geometry,label_id,label_name,label,collection_date,created_at,end_date,id,start_date,updated_at,user_email,user_name,longitude,latitude,timeline,timeseries,pheno_metrics
POINT (-53.427029 -33.576156),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,60,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.427029,-33.576156,,"['8455.', '8954.', '9373.', '9529.', '9024.', '5325.', '2879.', -9999, '9093.', -9999, '9330.', '8964.', '8965.', '8656.', '8636.', '6469.', -9999, '5071.', '5044.', -9999, '3733.', -9999, '3613.', '8822.763671875', ' 17.5069580078125', ' 84.33334350585938', ' 39714.83203125', ' 13872.83203125', -9999, -9999, ' 3566.00048828125', ' 7105.5', ' 64.0', ' 8468.3330078125', ' 1', ' 9308.6669921875', ' 49', ' 5742.66650390625', ' 81', ' 7959.33349609375', ' 65']","['8822.763671875', ' 17.5069580078125', ' 84.33334350585938', ' 39714.83203125', ' 13872.83203125', ' nan', ' nan', ' 3566.00048828125', ' 7105.5', ' 64.0', ' 8468.3330078125', ' 1', ' 9308.6669921875', ' 49', ' 5742.66650390625', ' 81', ' 7959.33349609375', ' 65']"
POINT (-53.429089 -33.579802),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,61,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.429089,-33.579802,,"['6744.', '8473.', '9034.', '9501.', '8942.', '6873.', '2912.', -9999, '7356.', -9999, '9208.', '8653.', '9045.', '8554.', '8863.', '8122.', '7727.', '4856.', '5075.', -9999, '3552.', -9999, '3506.', '8723.365234375', ' 46.2569465637207', ' 10.852564811706543', -9999, -9999, -9999, -9999, ' 3273.0', ' 6412.3330078125', ' 256.0', ' 6938.66650390625', ' 1', ' 9159.0', ' 49', ' 5886.0', ' 273', ' 6901.66650390625', ' 257']","['8723.365234375', ' 46.2569465637207', ' 10.852564811706543', ' nan', ' nan', ' nan', ' nan', ' 3273.0', ' 6412.3330078125', ' 256.0', ' 6938.66650390625', ' 1', ' 9159.0', ' 49', ' 5886.0', ' 273', ' 6901.66650390625', ' 257']"
POINT (-53.433466 -33.581662),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,62,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.433466,-33.581662,,"['7417.', '9211.', '9389.', '9462.', '9020.', '7612.', '3318.', -9999, '4160.', -9999, '5693.', -9999, '6799.', '6320.', '5446.', '4791.', -9999, '2418.', '2257.', -9999, '3609.', '7760.', '8679.', '8855.4443359375', ' 52.11457824707031', ' 20.5', ' 39857.83203125', ' 15022.33203125', -9999, -9999, ' 3835.0', ' 6602.6669921875', ' 64.0', ' 7686.33349609375', ' 1', ' 9354.0', ' 33', ' 5519.0', ' 225', ' 8698.0', ' 65']","['8855.4443359375', ' 52.11457824707031', ' 20.5', ' 39857.83203125', ' 15022.33203125', ' nan', ' nan', ' 3835.0', ' 6602.6669921875', ' 64.0', ' 7686.33349609375', ' 1', ' 9354.0', ' 33', ' 5519.0', ' 225', ' 8698.0', ' 65']"
POINT (-53.443594 -33.569505),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,63,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.443594,-33.569505,,"['8446.', '9342.', '9444.', '9465.', '5645.', '8848.', '4269.', '2171.', '5467.', '8163.', '9145.', -9999, '9155.', '8967.', '8567.', '5598.', '4389.', '3199.', '2895.', -9999, '3958.', -9999, '8550.', '8660.9716796875', ' 26.208343505859375', ' 22.418153762817383', -9999, -9999, -9999, -9999, ' 5922.6669921875', ' 6036.3330078125', ' 256.0', ' 8578.3330078125', ' 1', ' 9417.0', ' 33', ' 3494.333251953125', ' 273', ' 4395.33349609375', ' 257']","['8660.9716796875', ' 26.208343505859375', ' 22.418153762817383', ' nan', ' nan', ' nan', ' nan', ' 5922.6669921875', ' 6036.3330078125', ' 256.0', ' 8578.3330078125', ' 1', ' 9417.0', ' 33', ' 3494.333251953125', ' 273', ' 4395.33349609375', ' 257']"
POINT (-53.431492 -33.572651),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,64,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.431492,-33.572651,,"['7824.', '9277.', '9375.', '9363.', '8710.', '5318.', '2827.', -9999, '7089.', '7295.', '8492.', '7014.', '8473.', '7615.', '7300.', '4437.', '3854.', '2626.', '2433.', -9999, -9999, -9999, '8063.', '8431.416015625', ' 40.26560974121094', ' 25.443450927734375', -9999, -9999, -9999, -9999, ' 6367.3330078125', ' 5510.4169921875', ' 256.0', ' 8049.83349609375', ' 1', ' 9338.3330078125', ' 33', ' 2971.0', ' 273', ' 3639.0', ' 257']","['8431.416015625', ' 40.26560974121094', ' 25.443450927734375', ' nan', ' nan', ' nan', ' nan', ' 6367.3330078125', ' 5510.4169921875', ' 256.0', ' 8049.83349609375', ' 1', ' 9338.3330078125', ' 33', ' 2971.0', ' 273', ' 3639.0', ' 257']"
POINT (-53.437328 -33.568504),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,65,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.437328,-33.568504,,"['8567.', '9013.', '9359.', '9490.', '8787.', '7832.', '4069.', '2876.', '5696.', '6338.', '8423.', '6889.', '8727.', '7994.', '7575.', '4951.', '4151.', '2841.', '2855.', -9999, '3489.', '6738.', '8620.', '8763.099609375', ' 21.98956298828125', ' 68.15103912353516', ' 52295.5', ' 30960.333984375', -9999, -9999, ' 6005.0', ' 5933.0', ' 96.0', ' 8583.6669921875', ' 1', ' 9287.3330078125', ' 33', ' 3282.333251953125', ' 273', ' 4925.66650390625', ' 97']","['8763.099609375', ' 21.98956298828125', ' 68.15103912353516', ' 52295.5', ' 30960.333984375', ' nan', ' nan', ' 6005.0', ' 5933.0', ' 96.0', ' 8583.6669921875', ' 1', ' 9287.3330078125', ' 33', ' 3282.333251953125', ' 273', ' 4925.66650390625', ' 97']"
POINT (-53.445482 -33.563926),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,66,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.445482,-33.563926,,"['8328.', '8928.', '9311.', '9468.', -9999, '7268.', '3917.', '3642.', '7575.', '7819.', '8732.', '6581.', '8645.', '8555.', '7946.', '4967.', '4091.', '2792.', '2640.', -9999, '3642.', '7606.', '8766.', '8589.01171875', ' 27.234375', ' 23.59672737121582', -9999, -9999, -9999, -9999, ' 6061.333984375', ' 5769.25', ' 256.0', ' 8364.1669921875', ' 1', ' 9235.6669921875', ' 33', ' 3174.333251953125', ' 273', ' 3950.0', ' 257']","['8589.01171875', ' 27.234375', ' 23.59672737121582', ' nan', ' nan', ' nan', ' nan', ' 6061.333984375', ' 5769.25', ' 256.0', ' 8364.1669921875', ' 1', ' 9235.6669921875', ' 33', ' 3174.333251953125', ' 273', ' 3950.0', ' 257']"
POINT (-53.439302 -33.574225),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,67,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.439302,-33.574225,,"['8292.', '8893.', '9324.', '9548.', '6597.', '8963.', '4942.', -9999, '4562.', '7678.', '8669.', -9999, '8997.', '8558.', '8025.', '5075.', -9999, '2868.', '2686.', -9999, '3430.', '7370.', '8532.', '8765.51171875', ' 29.208343505859375', ' 27.677093505859375', ' 39110.50390625', ' 10112.50390625', -9999, -9999, ' 2811.0', ' 7382.16650390625', ' 64.0', ' 8320.3330078125', ' 1', ' 9255.0', ' 33', ' 6444.0', ' 337', ' 8369.3330078125', ' 65']","['8765.51171875', ' 29.208343505859375', ' 27.677093505859375', ' 39110.50390625', ' 10112.50390625', ' nan', ' nan', ' 2811.0', ' 7382.16650390625', ' 64.0', ' 8320.3330078125', ' 1', ' 9255.0', ' 33', ' 6444.0', ' 337', ' 8369.3330078125', ' 65']"
POINT (-53.463507 -33.596748),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,68,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.463507,-33.596748,,"[-9999, '8177.', '8684.', '8369.', '7443.', '5821.', '2973.', '2249.', '2607.', '3029.', '2862.', -9999, '2647.', '2666.', '3248.', '2710.', '2542.', '2580.', '2179.', -9999, '2408.', '2764.', -9999, '8169.388671875', -9999, ' 73.890625', -9999, -9999, -9999, -9999, ' 5976.3330078125', ' 5421.83349609375', ' 97.0', -9999, ' 0', ' 8410.0', ' 33', ' 2433.666748046875', ' 273', ' 3681.0', ' 97']","['8169.388671875', ' nan', ' 73.890625', ' nan', ' nan', ' nan', ' nan', ' 5976.3330078125', ' 5421.83349609375', ' 97.0', ' nan', ' 0', ' 8410.0', ' 33', ' 2433.666748046875', ' 273', ' 3681.0', ' 97']"
POINT (-53.473291 -33.598607),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,69,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.473291,-33.598607,,"['9533.', '9486.', '9384.', '8583.', '5839.', '5975.', '2316.', -9999, '2836.', '3300.', '2932.', -9999, '3118.', '3840.', '4547.', '3893.', '4086.', '3320.', '2206.', -9999, '3103.', '3233.', -9999, '9283.1044921875', -9999, ' 22.361806869506836', -9999, -9999, -9999, -9999, ' 6519.5', ' 6282.4169921875', ' 241.0', -9999, ' 0', ' 9542.1669921875', ' 1', ' 3022.666748046875', ' 145', ' 4175.33349609375', ' 241']","['9283.1044921875', ' nan', ' 22.361806869506836', ' nan', ' nan', ' nan', ' nan', ' 6519.5', ' 6282.4169921875', ' 241.0', ' nan', ' 0', ' 9542.1669921875', ' 1', ' 3022.666748046875', ' 145', ' 4175.33349609375', ' 241']"
POINT (-53.460331 -33.582949),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,70,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.460331,-33.582949,,"['8908.', '9369.', '9469.', '9603.', '9114.', '8925.', '5773.', -9999, '2448.', '6078.', '7954.', -9999, '8209.', '7689.', '7020.', '5632.', '4842.', '3156.', '2800.', -9999, '3879.', -9999, -9999, '8982.828125', ' 16.00518798828125', ' 22.040176391601562', -9999, -9999, -9999, -9999, ' 5881.0', ' 6283.75', ' 256.0', ' 8968.1669921875', ' 1', ' 9480.3330078125', ' 33', ' 3599.333251953125', ' 273', ' 4543.33349609375', ' 257']","['8982.828125', ' 16.00518798828125', ' 22.040176391601562', ' nan', ' nan', ' nan', ' nan', ' 5881.0', ' 6283.75', ' 256.0', ' 8968.1669921875', ' 1', ' 9480.3330078125', ' 33', ' 3599.333251953125', ' 273', ' 4543.33349609375', ' 257']"
POINT (-53.469172 -33.578301),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,71,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.469172,-33.578301,,"['5876.', '6766.', '8144.', '9135.', -9999, '8872.', '7875.', '3995.', '4959.', '5682.', '6380.', '6684.', '6780.', '6507.', '6270.', '4802.', -9999, '3563.', '2787.', -9999, '2199.', '3382.', '6914.', '7172.763671875', ' 69.38542175292969', ' 30.066669464111328', -9999, -9999, -9999, -9999, ' 3850.0', ' 4979.8330078125', ' 112.0', ' 5794.66650390625', ' 1', ' 8015.0', ' 33', ' 4165.0', ' 337', ' 5609.66650390625', ' 113']","['7172.763671875', ' 69.38542175292969', ' 30.066669464111328', ' nan', ' nan', ' nan', ' nan', ' 3850.0', ' 4979.8330078125', ' 112.0', ' 5794.66650390625', ' 1', ' 8015.0', ' 33', ' 4165.0', ' 337', ' 5609.66650390625', ' 113']"
POINT (-53.468742 -33.594317),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,72,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.468742,-33.594317,,"['9514.', '9496.', '9460.', '8257.', '7269.', '5818.', '3014.', -9999, '2882.', '3156.', '2756.', -9999, '2871.', '3364.', '3808.', '3745.', '3993.', '3859.', '2028.', -9999, '2730.', '3331.', -9999, '9309.333984375', -9999, ' 22.075519561767578', -9999, -9999, -9999, -9999, ' 6585.6669921875', ' 6224.16650390625', ' 257.0', -9999, ' 0', ' 9517.0', ' 1', ' 2931.333251953125', ' 145', ' 3865.666748046875', ' 257']","['9309.333984375', ' nan', ' 22.075519561767578', ' nan', ' nan', ' nan', ' nan', ' 6585.6669921875', ' 6224.16650390625', ' 257.0', ' nan', ' 0', ' 9517.0', ' 1', ' 2931.333251953125', ' 145', ' 3865.666748046875', ' 257']"
POINT (-53.44368 -33.594889),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,73,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.44368,-33.594889,,"['6218.', '8865.', '8963.', '8243.', '7301.', '2828.', '2709.', '2624.', '2987.', '3111.', '2895.', -9999, '4016.', '4572.', '3851.', '3880.', '3879.', '3068.', '2749.', -9999, '3789.', '3347.', '2919.', '8391.25', ' 63.98435974121094', ' 23.174678802490234', -9999, -9999, -9999, -9999, ' 5970.0', ' 4681.58349609375', ' 240.0', ' 6642.83349609375', ' 1', ' 8690.3330078125', ' 33', ' 2720.333251953125', ' 97', ' 3870.0', ' 241']","['8391.25', ' 63.98435974121094', ' 23.174678802490234', ' nan', ' nan', ' nan', ' nan', ' 5970.0', ' 4681.58349609375', ' 240.0', ' 6642.83349609375', ' 1', ' 8690.3330078125', ' 33', ' 2720.333251953125', ' 97', ' 3870.0', ' 241']"
POINT (-53.384457 -33.60404),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,74,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.384457,-33.60404,,"['7157.', '7497.', '6874.', '7621.', '6980.', '6227.', '3354.', -9999, '2481.', '2851.', '2424.', -9999, '2624.', '3038.', '2419.', '2606.', '3571.', '2443.', '2630.', -9999, '3273.', '1861.', -9999, '7209.3056640625', ' 9.666656494140625', ' 12.125', ' 28607.666015625', ' 18266.33203125', -9999, -9999, ' 4745.3330078125', ' 4880.66650390625', ' 48.0', ' 7176.0', ' 17', ' 7330.66650390625', ' 33', ' 2585.333251953125', ' 145', ' 6942.66650390625', ' 65']","['7209.3056640625', ' 9.666656494140625', ' 12.125', ' 28607.666015625', ' 18266.33203125', ' nan', ' nan', ' 4745.3330078125', ' 4880.66650390625', ' 48.0', ' 7176.0', ' 17', ' 7330.66650390625', ' 33', ' 2585.333251953125', ' 145', ' 6942.66650390625', ' 65']"
POINT (-53.394928 -33.57923),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,75,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.394928,-33.57923,,"['9134.', '9407.', '9440.', '8492.', '7449.', '5698.', '4155.', -9999, '2621.', -9999, '3484.', -9999, '4224.', '3236.', '3276.', '3272.', '3296.', '2022.', '2069.', -9999, '2617.', '3133.', '3902.', '9108.638671875', ' 9.5625', ' 26.98958396911621', -9999, -9999, -9999, -9999, ' 6864.6669921875', ' 5818.16650390625', ' 240.0', ' 9174.0', ' 1', ' 9327.0', ' 17', ' 2462.333251953125', ' 273', ' 3281.333251953125', ' 241']","['9108.638671875', ' 9.5625', ' 26.98958396911621', ' nan', ' nan', ' nan', ' nan', ' 6864.6669921875', ' 5818.16650390625', ' 240.0', ' 9174.0', ' 1', ' 9327.0', ' 17', ' 2462.333251953125', ' 273', ' 3281.333251953125', ' 241']"
POINT (-53.397331 -33.597606),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,76,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.397331,-33.597606,,"['3406.', '5218.', '6639.', '7863.', '1324.', '8516.', '7523.', -9999, '7547.', '8091.', '9225.', -9999, '9447.', '9429.', '9572.', '9410.', '9298.', '8437.', '7864.', -9999, '7907.', '7556.', '6566.', '9038.68359375', ' 22.890626907348633', ' 19.51504898071289', -9999, -9999, -9999, -9999, ' 6011.5', ' 5071.83349609375', ' 336.0', ' 5087.66650390625', ' 17', ' 9482.6669921875', ' 209', ' 3471.166748046875', ' 1', ' 6672.5', ' 353']","['9038.68359375', ' 22.890626907348633', ' 19.51504898071289', ' nan', ' nan', ' nan', ' nan', ' 6011.5', ' 5071.83349609375', ' 336.0', ' 5087.66650390625', ' 17', ' 9482.6669921875', ' 209', ' 3471.166748046875', ' 1', ' 6672.5', ' 353']"
POINT (-53.406944 -33.593531),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,77,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.406944,-33.593531,,"['3342.', '5182.', '6527.', '7664.', '7984.', '7828.', '7632.', -9999, '7112.', '7702.', '8677.', '8071.', '9210.', '9362.', '9473.', '9484.', '8916.', '7389.', '7242.', -9999, '7162.', '6687.', '6435.', '8643.375', ' 21.262821197509766', ' 23.764324188232422', -9999, -9999, -9999, -9999, ' 6015.1669921875', ' 4911.1669921875', ' 336.0', ' 5017.0', ' 17', ' 9439.6669921875', ' 225', ' 3424.5', ' 1', ' 6397.83349609375', ' 353']","['8643.375', ' 21.262821197509766', ' 23.764324188232422', ' nan', ' nan', ' nan', ' nan', ' 6015.1669921875', ' 4911.1669921875', ' 336.0', ' 5017.0', ' 17', ' 9439.6669921875', ' 225', ' 3424.5', ' 1', ' 6397.83349609375', ' 353']"
POINT (-53.401022 -33.59253),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,78,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.401022,-33.59253,,"['3579.', '5969.', '6875.', '8435.', '7544.', '8196.', '7616.', -9999, '8179.', '8178.', -9999, -9999, -9999, -9999, '9472.', '9546.', '8951.', '7150.', '7341.', -9999, '6694.', '6183.', '5663.', '8379.083984375', ' 17.181547164916992', ' 32.66518020629883', -9999, -9999, -9999, -9999, ' 5496.6669921875', ' 4745.41650390625', ' 336.0', ' 5474.33349609375', ' 17', ' 9323.0', ' 241', ' 3826.333251953125', ' 1', ' 5664.5', ' 353']","['8379.083984375', ' 17.181547164916992', ' 32.66518020629883', ' nan', ' nan', ' nan', ' nan', ' 5496.6669921875', ' 4745.41650390625', ' 336.0', ' 5474.33349609375', ' 17', ' 9323.0', ' 241', ' 3826.333251953125', ' 1', ' 5664.5', ' 353']"
POINT (-53.391924 -33.591457),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,79,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.391924,-33.591457,,"[-9999, '8754.', '8920.', '8701.', -9999, '2804.', '3142.', -9999, '3297.', '4105.', '3768.', -9999, '5086.', '4876.', '3085.', '3436.', '3882.', '1757.', '2389.', -9999, '3240.', '3006.', '3017.', '8791.6669921875', -9999, ' 26.00347328186035', -9999, -9999, -9999, -9999, ' 6115.6669921875', ' 5733.83349609375', ' 225.0', -9999, ' 0', ' 8791.6669921875', ' 33', ' 2676.0', ' 273', ' 3799.0', ' 225']","['8791.6669921875', ' nan', ' 26.00347328186035', ' nan', ' nan', ' nan', ' nan', ' 6115.6669921875', ' 5733.83349609375', ' 225.0', ' nan', ' 0', ' 8791.6669921875', ' 33', ' 2676.0', ' 273', ' 3799.0', ' 225']"
POINT (-53.390465 -33.581876),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,80,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.390465,-33.581876,,"['9128.', '6687.', '9571.', '9235.', '8172.', '2889.', '2449.', -9999, '2774.', -9999, '3657.', -9999, '4184.', '3021.', '2925.', '2658.', '2869.', '1974.', '1893.', -9999, '2542.', '2976.', '4114.', '8770.4375', ' 15.670145988464355', ' 34.79924392700195', -9999, -9999, -9999, -9999, ' 6747.333984375', ' 5242.91650390625', ' 224.0', ' 8240.5', ' 1', ' 8992.6669921875', ' 49', ' 2245.333251953125', ' 273', ' 2868.0', ' 225']","['8770.4375', ' 15.670145988464355', ' 34.79924392700195', ' nan', ' nan', ' nan', ' nan', ' 6747.333984375', ' 5242.91650390625', ' 224.0', ' 8240.5', ' 1', ' 8992.6669921875', ' 49', ' 2245.333251953125', ' 273', ' 2868.0', ' 225']"
POINT (-53.405228 -33.580804),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,81,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.405228,-33.580804,,"['3774.', '9313.', '9259.', '8721.', -9999, '3037.', '2200.', -9999, '2484.', '3379.', '3477.', -9999, '4456.', '3122.', '2690.', '2512.', -9999, '2446.', '2091.', -9999, '2588.', '3160.', '3931.', '8685.4169921875', ' 137.23439025878906', -9999, ' 0.0', ' 0.0', -9999, -9999, ' 6323.0', ' 3740.41650390625', ' 352.0', ' 4706.16650390625', ' 1', ' 9097.6669921875', ' 33', ' 2774.666748046875', ' 225', -9999, ' 0']","['8685.4169921875', ' 137.23439025878906', ' nan', ' 0.0', ' 0.0', ' nan', ' nan', ' 6323.0', ' 3740.41650390625', ' 352.0', ' 4706.16650390625', ' 1', ' 9097.6669921875', ' 33', ' 2774.666748046875', ' 225', ' nan', ' 0']"
POINT (-53.401709 -33.576871),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,82,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.401709,-33.576871,,"['8684.', '9123.', '8694.', '7972.', -9999, '3766.', '4056.', '2820.', '3646.', '3933.', '4243.', -9999, '5264.', '3087.', '2519.', '2578.', -9999, '2332.', '1950.', -9999, '2166.', '3249.', '5048.', '8773.083984375', ' 0.3125', ' 55.48264694213867', -9999, -9999, -9999, -9999, ' 6105.6669921875', ' 5778.33349609375', ' 112.0', ' 8828.6669921875', ' 1', ' 8833.6669921875', ' 17', ' 2728.0', ' 225', ' 3507.333251953125', ' 113']","['8773.083984375', ' 0.3125', ' 55.48264694213867', ' nan', ' nan', ' nan', ' nan', ' 6105.6669921875', ' 5778.33349609375', ' 112.0', ' 8828.6669921875', ' 1', ' 8833.6669921875', ' 17', ' 2728.0', ' 225', ' 3507.333251953125', ' 113']"
POINT (-53.409262 -33.572008),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,83,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.409262,-33.572008,,"['8479.', '9025.', '9038.', '8677.', '7451.', '4074.', '4398.', -9999, '3727.', -9999, '3598.', -9999, '3590.', '2757.', '2913.', '2821.', '3035.', '2450.', '2283.', -9999, '2595.', '2903.', '5590.', '8713.583984375', ' 10.796875', ' 28.799678802490234', -9999, -9999, -9999, -9999, ' 6324.0', ' 5578.5830078125', ' 240.0', ' 8567.8330078125', ' 1', ' 8913.3330078125', ' 33', ' 2589.333251953125', ' 273', ' 2923.0', ' 241']","['8713.583984375', ' 10.796875', ' 28.799678802490234', ' nan', ' nan', ' nan', ' nan', ' 6324.0', ' 5578.5830078125', ' 240.0', ' 8567.8330078125', ' 1', ' 8913.3330078125', ' 33', ' 2589.333251953125', ' 273', ' 2923.0', ' 241']"
POINT (-53.419647 -33.576227),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,84,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.419647,-33.576227,,"['9286.', '9548.', '9451.', '8743.', '7693.', '3947.', '2013.', -9999, '2399.', -9999, '3147.', -9999, '4360.', '2876.', '2684.', '2522.', '2788.', '2249.', '1893.', -9999, '2814.', -9999, '4211.', '9244.318359375', ' 5.15625', ' 32.37660217285156', -9999, -9999, -9999, -9999, ' 7118.3330078125', ' 5827.91650390625', ' 224.0', ' 9345.8330078125', ' 1', ' 9428.3330078125', ' 17', ' 2310.0', ' 273', ' 2694.0', ' 225']","['9244.318359375', ' 5.15625', ' 32.37660217285156', ' nan', ' nan', ' nan', ' nan', ' 7118.3330078125', ' 5827.91650390625', ' 224.0', ' 9345.8330078125', ' 1', ' 9428.3330078125', ' 17', ' 2310.0', ' 273', ' 2694.0', ' 225']"
POINT (-53.414154 -33.571793),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,85,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.414154,-33.571793,,"['8748.', '9042.', '8609.', '7922.', '3093.', '3371.', '3693.', '3079.', '3736.', '3701.', '4130.', -9999, '4911.', '2806.', '2971.', '2781.', -9999, '2310.', '1931.', -9999, '2434.', -9999, '4929.', '8800.111328125', -9999, ' 68.54374694824219', ' 36480.91796875', ' 20791.25', -9999, -9999, ' 6016.5', ' 5860.9169921875', ' 81.0', -9999, ' 0', ' 8869.1669921875', ' 1', ' 2852.666748046875', ' 225', ' 3385.666748046875', ' 81']","['8800.111328125', ' nan', ' 68.54374694824219', ' 36480.91796875', ' 20791.25', ' nan', ' nan', ' 6016.5', ' 5860.9169921875', ' 81.0', ' nan', ' 0', ' 8869.1669921875', ' 1', ' 2852.666748046875', ' 225', ' 3385.666748046875', ' 81']"
POINT (-53.420677 -33.568361),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,86,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.420677,-33.568361,,"['8477.', '8963.', '8683.', '7980.', '6655.', '2778.', '3316.', '2999.', '3681.', '3883.', '4188.', -9999, '4428.', '3674.', '3390.', '3535.', -9999, '2859.', '2516.', -9999, '3650.', -9999, '3833.', '8498.47265625', ' 6.4375', ' 69.65625762939453', ' 39378.6640625', ' 22708.1640625', -9999, -9999, ' 5676.6669921875', ' 5817.83349609375', ' 80.0', ' 8604.6669921875', ' 1', ' 8707.6669921875', ' 17', ' 3031.0', ' 97', ' 4249.66650390625', ' 81']","['8498.47265625', ' 6.4375', ' 69.65625762939453', ' 39378.6640625', ' 22708.1640625', ' nan', ' nan', ' 5676.6669921875', ' 5817.83349609375', ' 80.0', ' 8604.6669921875', ' 1', ' 8707.6669921875', ' 17', ' 3031.0', ' 97', ' 4249.66650390625', ' 81']"
POINT (-53.424196 -33.571936),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,87,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-53.424196,-33.571936,,"['9160.', '9388.', '9421.', '8529.', '7514.', '3699.', '2540.', '2530.', '2939.', '3942.', '4060.', -9999, '4759.', '2905.', '2845.', '2799.', '2461.', '2317.', '2405.', -9999, '2349.', -9999, '4209.', '9116.15234375', ' 8.15625', ' 74.04166412353516', ' 42684.91796875', ' 29516.0859375', -9999, -9999, ' 6928.6669921875', ' 5793.41650390625', ' 80.0', ' 9192.5', ' 1', ' 9323.0', ' 17', ' 2394.333251953125', ' 273', ' 4584.33349609375', ' 81']","['9116.15234375', ' 8.15625', ' 74.04166412353516', ' 42684.91796875', ' 29516.0859375', ' nan', ' nan', ' 6928.6669921875', ' 5793.41650390625', ' 80.0', ' 9192.5', ' 1', ' 9323.0', ' 17', ' 2394.333251953125', ' 273', ' 4584.33349609375', ' 81']"
