geometry,label_id,label_name,label,collection_date,created_at,end_date,id,start_date,updated_at,user_email,user_name,longitude,latitude,timeline,timeseries,pheno_metrics
POINT (-54.73526 -31.17095),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,98,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.73526,-31.17095,,"[9127, 9265, 8158, 6407, 5588, 2785, 4368, 3301, 3290, 3623, 2712, 2239, -1516, 3681, 4405, -9999, 5559, 4312, 3688, 3268, 2263, 2072, 2900]","[8953.75, 8.625, 43.912498474121094, 56299.5, 171288.0, 75482.5, 295460.5, 19264.0, -436.0, 176.0, 9127.0, 1, 9265.0, 17, -9999.0, 241, 2239.0, 177]"
POINT (-54.736462 -31.197091),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,99,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.736462,-31.197091,,"[6028, 6483, 7447, 7379, 7247, 8204, 5504, 3772, 4120, 6276, 6333, 7569, 7438, 7524, 7049, -9999, 6582, 5078, 3242, 3548, 3214, 4774, 6910]","[7447.1962890625, 27.200000762939453, 113.76875305175781, 85360.0, 240344.5, 115253.0, 335231.0, 18203.0, -1985.5, 240.0, 6028.0, 1, 8204.0, 81, -9999.0, 241, -9999.0, 241]"
POINT (-54.774227 -31.212361),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,100,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.774227,-31.212361,,"[4525, 2949, 3443, 3873, 2941, 3919, 4111, 5450, 8143, 8990, 8808, 8838, 8866, 8622, 8327, -9999, 5105, 3413, 3748, 4843, 3948, 7443, 9022]","[8792.0556640625, 21.11458396911621, nan, 0.0, 0.0, 112554.5, 332532.5, 19021.0, -488.5, 288.0, 2941.0, 65, 9022.0, 353, -9999.0, 241, nan, 0]"
POINT (-54.866409 -31.176238),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,101,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.866409,-31.176238,,"[5231, 7408, 8897, 8972, 8928, -9999, 2351, 2282, 2900, 4212, 4847, 6429, 7081, 6771, 6284, -9999, 6231, 3029, 2867, 3748, 3212, 6797, 8593]","[8628.333984375, 77.9375, 592.84375, 26821.5, 81816.0, 90160.0, 310138.0, 18971.0, -2384.0, 80.0, 5231.0, 1, 8972.0, 49, -9999.0, 81, -9999.0, 81]"
POINT (-54.820747 -31.213095),372,arroz,Arroz,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,102,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.820747,-31.213095,,"[2550, 3778, -9999, 7802, 8008, 8383, 5274, 2917, 2195, 2668, 3620, 6315, 8486, 7876, 7297, -9999, 6633, 5467, 2782, -9999, 2976, 3690, 7461]","[7974.875, 115.53125, 385.1041564941406, 50843.0, 190829.0, 71175.5, 291153.5, 18485.0, -9999.0, 208.0, -9999.0, 33, 8486.0, 193, -9999.0, 33, -9999.0, 241]"
POINT (-54.52137 -31.184315),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,103,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.52137,-31.184315,,"[3016, 3358, 4026, 5648, 4687, 3358, 4312, 6783, 9125, 9201, 9249, 8636, 8827, 8667, 8381, 8059, 7552, 7433, 7010, 4445, 3245, 2589, 3475]","[8771.083984375, 40.8046875, 33.36111068725586, 125399.0, 78797.0, 137836.5, 80878.5, 6660.0, 2802.5, 272.0, 4026.0, 33, 9249.0, 161, 2589.0, 337, 4445.0, 305]"
POINT (-54.486694 -31.152883),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,104,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.486694,-31.152883,,"[5962, 7278, 7345, 8297, 8130, 7687, 6153, 5359, 5402, 7222, 8228, 8059, 8311, 7776, 7550, 7119, 3898, 5047, 4935, -9999, 5066, 4672, 3797]","[7764.3330078125, 45.453125, 28.212499618530273, 75184.5, 220170.0, 128414.5, 348392.5, 18310.0, -2320.0, 224.0, 5402.0, 129, 8311.0, 193, -9999.0, 305, 3797.0, 353]"
POINT (-54.665222 -31.134665),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,105,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.665222,-31.134665,,"[2288, 2367, -9999, 3214, 2957, 4024, 5829, 7656, 8944, 9086, 8584, 8589, 8664, 8049, 7061, -9999, 7146, 6081, 6255, -9999, 3183, 3009, 3237]","[8578.2001953125, 170.4017791748047, 119.28125, 72142.0, 252124.0, 83463.5, 303441.5, 19085.0, -9999.0, 272.0, -9999.0, 33, 9086.0, 145, -9999.0, 33, -9999.0, 305]"
POINT (-54.838257 -31.09763),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,106,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.838257,-31.09763,,"[8333, 8319, 8005, 7787, 6020, 3298, 2578, 2387, 2706, 5901, 8041, 8332, 8712, 8503, 7547, -9999, 6883, 3881, -9999, 3793, 3192, 4824, 6018]","[8236.21484375, 79.0625, 389.8125, 42130.0, 132121.0, 97886.5, 317864.5, 18711.0, -3806.0, 128.0, 2387.0, 113, 8712.0, 193, -9999.0, 241, -9999.0, 241]"
POINT (-54.758263 -31.067639),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,107,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.758263,-31.067639,,"[2411, 2327, 3025, 3798, 4605, -9999, 3189, 2936, 3412, 3816, -9999, 8275, 9208, 9351, 9214, -9999, 6627, 4768, 3444, 2613, 2441, 2125, 2126]","[9113.583984375, 403.125, 604.6875, 16050.0, 76044.0, 57445.5, 277423.5, 19350.0, -9999.0, 80.0, -9999.0, 161, 9351.0, 209, -9999.0, 81, -9999.0, 241]"
POINT (-54.617844 -31.134077),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,108,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.617844,-31.134077,,"[9122, 8871, 9022, 7430, 6553, 5507, 2935, 2769, 2946, 3150, 3202, 3771, 4105, 4446, 4313, -9999, 4982, 3921, 2855, 3595, 2860, 2518, 2354]","[8866.625, nan, 19.227272033691406, 85490.0, 305468.0, 85490.0, 305468.0, 19121.0, -438.5, 353.0, nan, 0, 9122.0, 1, -9999.0, 241, 2354.0, 353]"
POINT (-54.640503 -31.315221),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,109,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.640503,-31.315221,,"[7401, 8100, 8833, 8894, 8481, -9999, 2099, 2342, 2819, 5561, 7766, 7645, 8710, 8126, 5660, -9999, -9999, 3485, 3669, 3294, 2130, 2028, 1998]","[8288.666015625, 31.10416603088379, 590.40625, 28009.5, 83004.0, 74344.5, 294322.5, 18893.0, -1299.0, 80.0, 7401.0, 1, 8894.0, 49, -9999.0, 81, -9999.0, 81]"
POINT (-54.695435 -31.158465),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,110,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.695435,-31.158465,,"[5928, 6678, 7600, 7935, 7564, 6543, 3491, 2841, 4977, 7977, 8935, 8925, 8281, 8011, 6645, -9999, 6336, 4724, 2825, 3408, 3096, 5339, 6345]","[8270.099609375, 126.95833587646484, 236.6750030517578, 46593.0, 136584.0, 118268.5, 338246.5, 18934.0, -3579.0, 128.0, 2841.0, 113, 8935.0, 161, -9999.0, 241, -9999.0, 241]"
POINT (-54.673805 -31.214563),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,111,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.673805,-31.214563,,"[4757, 4215, 4654, 4880, 4864, 5495, 7848, 7965, 8393, 8664, 8717, 8388, 8829, 8605, 8413, -9999, 8289, 7618, -9999, 6626, 5713, 6118, 6456]","[8375.685546875, 26.09375, 392.25, 85716.0, 225702.0, 119902.5, 339880.5, 18828.0, -2892.0, 208.0, 4654.0, 33, 8829.0, 193, -9999.0, 241, -9999.0, 241]"
POINT (-54.674835 -31.305835),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,112,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.674835,-31.305835,,"[8026, 7606, 7824, 8204, 7326, 3930, 6473, 7200, 7945, 8801, 7945, 8045, 8563, 8557, 8396, -9999, 7511, 6519, 2778, 3287, 2937, 2946, 2232]","[8063.10693359375, 48.5, 195.8333282470703, 61926.0, 161916.0, 127923.0, 347901.0, 18800.0, -3034.5, 144.0, 6473.0, 97, 8801.0, 145, -9999.0, 241, -9999.0, 241]"
POINT (-54.723587 -31.273269),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,113,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.723587,-31.273269,,"[7057, 7250, 7849, 8065, 7551, -9999, 3274, 2908, 4187, 7307, 8613, 8666, 8693, 7781, 6578, -9999, 4352, 4043, 3738, 3831, 2486, 3020, 3965]","[8065.77783203125, 72.3125, 389.4166564941406, 44734.0, 134725.0, 95705.0, 315683.0, 18692.0, -9999.0, 128.0, 2908.0, 113, 8693.0, 193, -9999.0, 81, -9999.0, 241]"
POINT (-54.807701 -31.303488),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,114,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.807701,-31.303488,,"[4410, 5398, 8384, 8717, 8822, -9999, 6005, 5656, 4046, 5433, 5603, 7000, 7611, 7404, 5782, -9999, 5169, 4888, -9999, 4207, 3870, 5291, 6749]","[8293.3330078125, 68.9375, 1176.3125, 23527.0, 78521.5, 84868.5, 304846.5, 18821.0, -2794.5, 80.0, 4410.0, 1, 8822.0, 65, -9999.0, 81, -9999.0, 81]"
POINT (-54.758949 -31.250672),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,115,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.758949,-31.250672,,"[8109, 8815, 8979, 9356, 9441, -9999, 6375, 2564, 2469, 2954, 2807, 3424, 3849, 5268, 5731, -9999, 5775, 5418, 3118, -9999, 2310, 2509, 2511]","[9190.5, 20.8125, 1215.0, 30646.5, 85641.0, 66475.0, 286453.0, 19440.0, -945.0, 80.0, 8109.0, 1, 9441.0, 65, -9999.0, 81, -9999.0, 81]"
POINT (-55.008545 -31.22983),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,116,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-55.008545,-31.22983,,"[6794, 7708, 2961, 7787, 7645, 8138, 7320, 7588, 7497, 8209, 8299, 8285, 8220, 7535, 7503, -9999, 7449, 7522, 7354, -9999, 6440, 2253, 6711]","[7675.8056640625, 41.703125, 228.72500610351562, 86988.0, 226974.0, 122467.5, 342445.5, 18298.0, -3519.0, 208.0, 2961.0, 33, 8299.0, 161, -9999.0, 241, -9999.0, 241]"
POINT (-54.876366 -31.189015),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,117,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.876366,-31.189015,,"[3881, 6689, 8608, 8891, 9125, -9999, 5199, 3192, 2880, 3093, 4140, 6323, 6890, 6986, 6475, -9999, 5529, 4831, 3226, 2433, 2664, 2508, 3127]","[8999.833984375, 81.9375, 1195.25, 25254.5, 80249.0, 83188.0, 303166.0, 19124.0, -3059.0, 80.0, 3881.0, 1, 9125.0, 65, -9999.0, 81, -9999.0, 81]"
POINT (-55.071716 -31.18784),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,118,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-55.071716,-31.18784,,"[6092, 7014, 8506, 9042, 8551, -9999, 3265, 2915, 3465, 4895, 5474, 6467, 7368, 6910, 7522, -9999, 7528, 6863, 5883, 4970, 4176, -9999, 2602]","[8388.099609375, 61.45833206176758, 595.03125, 26160.0, 81154.5, 85164.0, 305142.0, 19041.0, -1953.5, 80.0, 6092.0, 1, 9042.0, 49, -9999.0, 81, -9999.0, 81]"
POINT (-55.021935 -31.212508),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,119,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-55.021935,-31.212508,,"[2685, 3268, -9999, 7799, 8239, 8680, 5699, 4774, 5127, 6722, 7047, 7681, 8443, 7896, 7433, -9999, 7289, 6435, -9999, 3813, 3205, 1652, 3638]","[8010.3095703125, 389.1458435058594, 116.7437515258789, 65542.0, 205528.0, 84366.5, 304344.5, 18679.0, -9999.0, 208.0, -9999.0, 33, 8680.0, 81, -9999.0, 33, -9999.0, 241]"
POINT (-55.124245 -30.909184),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,120,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-55.124245,-30.909184,,"[3528, 3753, 5573, 7141, 7382, -9999, 4869, 3956, 4374, 4539, 2502, 3669, 6374, 5842, 3749, -9999, 4135, 4163, 4526, -9999, 4148, -9999, 2273]","[7069.75, 60.21875, 1086.3125, 15614.0, 70608.5, 43599.5, 263577.5, 17381.0, -3235.5, 80.0, 3528.0, 1, 7382.0, 65, -9999.0, 81, -9999.0, 81]"
POINT (-55.141582 -30.922623),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,121,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-55.141582,-30.922623,,"[3959, 5148, 8657, 9351, 9431, 9056, 4028, 3117, 2891, 5630, 7572, 8141, 7647, 7156, 7158, -9999, 6477, 5079, 3732, -9999, 2882, 2995, 3481]","[8757.8671875, 85.5, 110.3977279663086, 86963.5, 241948.0, 99870.0, 319848.0, 19430.0, -3020.0, 240.0, 3959.0, 1, 9431.0, 65, -9999.0, 241, -9999.0, 241]"
POINT (-55.129781 -30.882449),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,122,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-55.129781,-30.882449,,"[8356, 8113, 8678, 8859, 8825, 7572, 3302, 3486, 5163, 6695, 6696, 7414, 8254, 8007, 6247, -9999, -9999, 5330, 3763, -9999, 3300, 3655, 2958]","[8328.3330078125, 23.3125, 98.21875, 87312.0, 237297.0, 89019.0, 308997.0, 18858.0, -943.0, 224.0, 8113.0, 17, 8859.0, 49, -9999.0, 241, -9999.0, 241]"
POINT (-55.132055 -30.891288),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,123,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-55.132055,-30.891288,,"[2876, 3717, 6999, 6294, 6573, 6120, 3811, 3640, 4629, 4183, 4384, 5520, 6497, 5311, 5310, -9999, 5852, 5217, 4651, -9999, 2883, 2878, 2794]","[6694.0830078125, 128.84375, 62.492645263671875, 70148.0, 265128.5, 77306.0, 297284.0, 16998.0, -3561.5, 304.0, 2876.0, 1, 6999.0, 33, -9999.0, 241, -9999.0, 305]"
POINT (-55.110168 -30.863479),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,124,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-55.110168,-30.863479,,"[7364, 7210, 7666, 7875, 8045, -9999, 4113, 3192, 5098, 7158, 7932, 8956, 8927, 8565, 7575, -9999, 5772, 4935, 3918, -9999, 2792, 3892, 6588]","[8184.875, 90.0625, 296.171875, 47404.0, 137395.0, 90600.0, 310578.0, 18955.0, -9999.0, 128.0, 3192.0, 113, 8956.0, 177, -9999.0, 81, -9999.0, 241]"
POINT (-55.164757 -30.876445),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,125,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-55.164757,-30.876445,,"[5028, 5361, 7164, 8683, 8103, 8293, 5970, 4441, 5949, 3444, 3313, 7067, 8555, 8441, 7963, -9999, 5794, 5506, 6765, -9999, 3975, -9999, 3268]","[8040.6787109375, 76.14583587646484, 97.30208587646484, 85262.0, 240246.5, 88938.0, 308916.0, 18682.0, -2485.5, 240.0, 5028.0, 1, 8683.0, 49, -9999.0, 241, -9999.0, 241]"
POINT (-54.76985 -30.996593),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,126,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.76985,-30.996593,,"[6521, 7214, -9999, 9082, 9128, 8739, 3601, 3314, 5475, 6909, -9999, 7977, 8634, 8532, 8130, -9999, 7894, 6155, -9999, -9999, 2721, 2939, 4161]","[8769.21484375, 597.71875, 108.67613983154297, 49524.0, 189510.0, 61790.0, 281768.0, 19127.0, -9999.0, 208.0, -9999.0, 33, 9128.0, 65, -9999.0, 33, -9999.0, 241]"
POINT (-54.81225 -31.017339),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,127,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.81225,-31.017339,,"[4218, 4785, 6449, 8053, 8029, 6939, 4528, 4105, 4161, 6129, 5879, 7313, 8142, 8066, 7946, -9999, 7783, 6718, -9999, 4682, 2960, 2775, 3080]","[7713.10009765625, 62.203125, 377.9375, 37637.0, 117629.0, 99093.0, 319071.0, 18141.0, -2947.0, 112.0, 4161.0, 129, 8142.0, 193, -9999.0, 241, -9999.0, 241]"
POINT (-54.841433 -31.028445),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,128,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.841433,-31.028445,,"[5544, 6737, 8357, 9171, 9281, 9135, 4739, 2819, 2696, 4490, 5760, 7171, 7949, 6985, 5695, -9999, 5367, 4871, -9999, 3407, 2768, -9999, 2178]","[8862.3330078125, 58.390625, 109.54545593261719, 83758.0, 238742.5, 81262.0, 301240.0, 19280.0, -2227.5, 240.0, 5544.0, 1, 9281.0, 65, -9999.0, 241, -9999.0, 241]"
POINT (-54.836111 -31.011454),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,129,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.836111,-31.011454,,"[4960, 5547, 6266, 7540, 7445, 5945, 3481, 2832, 4620, 6970, 7930, 8870, 9288, 8157, 7987, -9999, 5464, 5112, -9999, 3831, 3299, 3003, 3203]","[8345.966796875, 80.69999694824219, 401.8125, 46655.0, 136646.0, 97670.5, 317648.5, 19287.0, -3583.5, 128.0, 2832.0, 113, 9288.0, 193, -9999.0, 241, -9999.0, 241]"
POINT (-54.814911 -30.977977),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,130,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.814911,-30.977977,,"[3067, 3395, -9999, 6565, 6766, 5572, 6735, 5473, 5888, 7590, 7642, -9999, 7830, 7768, 7648, -9999, 6814, 5954, 4844, 3341, 2986, 5061, 2998]","[7351.5, 111.4312515258789, 371.4375, 45480.0, 185466.0, 80907.5, 300885.5, 17829.0, -9999.0, 208.0, -9999.0, 33, 7830.0, 193, -9999.0, 33, -9999.0, 241]"
POINT (-54.780579 -31.007702),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,131,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.780579,-31.007702,,"[9085, 9188, -9999, 6968, 3585, 3134, 4412, 4150, 3496, 3661, -9999, 3330, 3809, 4108, 4192, -9999, 5376, 4301, 2501, 3423, 3623, 2632, 1966]","[9162.25, 6.4375, 1199.1875, 3731.5, 28729.0, 51417.5, 271395.5, 19187.0, -457.0, 32.0, 9085.0, 1, 9188.0, 17, -9999.0, 33, -9999.0, 33]"
POINT (-54.798775 -31.008879),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,132,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.798775,-31.008879,,"[6643, 6704, -9999, 8648, 8242, -9999, 5031, 3975, 4675, 7384, 8142, 8536, 8603, 8243, 7931, -9999, 8010, 7098, -9999, 4633, 4495, 3647, 4098]","[8365.849609375, 1165.4375, 582.71875, -3108.0, 36888.0, 79371.5, 299349.5, 18647.0, -9999.0, 48.0, -9999.0, 33, 8648.0, 49, -9999.0, 33, -9999.0, 81]"
POINT (-54.821434 -31.007261),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,133,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.821434,-31.007261,,"[5243, 6595, 7882, 9073, 9377, 8641, 8181, 2964, 2531, 2332, 3092, 6871, 7961, 7678, 6935, -9999, 6704, 5759, 5877, 4059, 2791, -9999, 2639]","[8572.466796875, 64.59375, 110.09091186523438, 82735.5, 237720.0, 99246.0, 319224.0, 19376.0, -2378.0, 240.0, 5243.0, 1, 9377.0, 65, -9999.0, 241, -9999.0, 241]"
POINT (-54.84993 -30.901341),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,134,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.84993,-30.901341,,"[2690, 3304, -9999, 5760, 6043, 6791, 4907, 2565, 2965, 5814, 6030, -9999, 9022, 7723, 5286, -9999, 5138, 3445, 2536, -9999, 2753, 1772, 2790]","[8697.25, 118.8812484741211, 396.2708435058594, 32909.0, 172895.0, 44598.0, 264576.0, 19021.0, -9999.0, 208.0, -9999.0, 33, 9022.0, 193, -9999.0, 33, -9999.0, 241]"
POINT (-54.839973 -30.969072),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,135,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.839973,-30.969072,,"[4192, 5015, -9999, 8172, 8125, 8075, 4388, 4867, 7294, 8680, 8508, -9999, 8639, 8601, 8015, -9999, 8571, 7640, 6088, 4837, 3956, 2563, 3762]","[8224.171875, 166.7767791748047, 31.859375, 87022.0, 287002.0, 96014.0, 315992.0, 18679.0, -9999.0, 304.0, -9999.0, 33, 8680.0, 145, -9999.0, 33, 2563.0, 337]"
POINT (-54.850616 -31.034697),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,136,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.850616,-31.034697,,"[6498, 7016, 6856, 7795, 7734, 7660, 3639, 2974, 5169, 5157, 4165, 6726, 8266, 8213, 7744, -9999, 7126, 5534, 3249, 3473, 3098, 1663, 2580]","[7636.6962890625, 66.1500015258789, 380.5208435058594, 38415.0, 128406.0, 107797.0, 327775.0, 18265.0, -3512.5, 128.0, 2974.0, 113, 8266.0, 193, -9999.0, 241, -9999.0, 241]"
POINT (-54.989319 -30.991443),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,137,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.989319,-30.991443,,"[2962, 3472, 6131, 8811, 9044, -9999, 6366, 2604, 3160, 6430, 8097, 8809, 8868, 8607, 7549, -9999, -9999, 5284, 5190, 3813, 3119, -9999, 4307]","[8711.583984375, 95.03125, 1190.1875, 18940.0, 73934.5, 68992.5, 288970.5, 19043.0, -3518.5, 80.0, 2962.0, 1, 9044.0, 65, -9999.0, 81, -9999.0, 81]"
POINT (-54.989319 -31.008806),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,138,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.989319,-31.008806,,"[2450, 2867, 6398, 8505, 8864, 8734, 8344, 3444, 4260, 5238, 6891, 8418, 8843, 8578, 7953, -9999, 5959, 5430, 3349, 4464, 4481, -9999, 3285]","[8608.96484375, 100.21875, 107.17613983154297, 88563.0, 243547.5, 103889.5, 323867.5, 18863.0, -3774.5, 240.0, 2450.0, 1, 8864.0, 65, -9999.0, 241, -9999.0, 241]"
POINT (-54.911728 -30.997329),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,139,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.911728,-30.997329,,"[3766, 3980, 5253, 7202, 7903, 8328, 7374, 6868, 7248, 7894, 7829, -9999, 8368, 7694, 8425, -9999, 8137, 7898, 7747, 7602, 6965, 7128, 7671]","[7717.994140625, 383.8333435058594, 1151.5, 4489.0, 54484.0, 125563.5, 345541.5, 18424.0, -9999.0, 64.0, -9999.0, 177, 8425.0, 225, -9999.0, 177, -9999.0, 241]"
POINT (-54.665565 -31.048228),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,140,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.665565,-31.048228,,"[4391, 4886, 7369, 8367, 8250, 6266, 3185, 4339, 7348, 8906, 6648, 8449, 8744, 7899, 6825, -9999, 6468, 5801, -9999, 2698, 2674, 3120, 4343]","[8273.75, 142.71875, 196.9270782470703, 49159.0, 139150.0, 102611.0, 322589.0, 18905.0, -3407.0, 128.0, 4339.0, 113, 8906.0, 145, -9999.0, 241, -9999.0, 241]"
POINT (-54.788475 -30.961418),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,141,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.788475,-30.961418,,"[3753, 3178, 3487, 3744, 4259, 6317, 4972, 5111, 5965, 7633, 6043, 8872, 9278, 9106, 8890, -9999, 8467, 7671, -9999, -9999, 5814, 6191, 6940]","[8638.3671875, 36.193748474121094, 401.6041564941406, 73678.0, 213664.0, 90347.5, 310325.5, 19277.0, -3410.5, 208.0, 3487.0, 33, 9278.0, 193, -9999.0, 241, -9999.0, 241]"
POINT (-54.853363 -30.911651),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,142,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.853363,-30.911651,,"[3193, 4675, -9999, 7398, 7637, 6947, 5068, 2105, 1964, 2818, 6771, -9999, 8315, 8152, 7500, -9999, 4985, 4128, 2513, 2505, 2522, 2669, 2777]","[7701.2998046875, 114.4625015258789, 381.5416564941406, 34678.0, 174664.0, 61660.0, 281638.0, 18314.0, -9999.0, 208.0, -9999.0, 33, 8315.0, 193, -9999.0, 33, -9999.0, 241]"
POINT (-54.859543 -30.944636),370,soja,Soja,2024-05-16T00:00:00Z,16-05-2024,31-12-2023,143,01-01-2023,16-05-2024,gabrielsansigolo@gmail.com,gabriel,-54.859543,-30.944636,,"[8608, 8761, -9999, 7974, 7748, 7449, 3851, 4887, 5693, 5539, 3369, -9999, 4357, 4255, 4206, -9999, 3201, 2734, 3519, 4047, 3766, -9999, 8733]","[8408.75, 9.5625, 1172.5, 3066.0, 28063.5, 54030.5, 274008.5, 18760.0, -695.5, 32.0, 8608.0, 1, 8761.0, 17, -9999.0, 33, -9999.0, 33]"
